iso_alpha_3,date,confirmed,tests,ratio
ITA,2021-02-28,17440,257024,0.06785358565737051
ITA,2021-03-01,13106,170633,0.07680812035186628
ITA,2021-03-02,17063,335983,0.05078530758996735
ITA,2021-03-03,20840,358884,0.05806890248659734
ITA,2021-03-04,22845,339635,0.06726338569346504
ITA,2021-03-05,24010,378463,0.06344081191556374
ITA,2021-03-06,23633,355024,0.0665673306593357
ITA,2021-03-07,20724,271336,0.07637762773830233
ITA,2021-03-08,13882,184684,0.07516622988455957
ITA,2021-03-09,19725,345972,0.05701328431202525
ITA,2021-03-10,22275,361040,0.061696764901395966
ITA,2021-03-11,25649,372217,0.06890872797319843
ITA,2021-03-12,26790,369636,0.07247670681427133
ITA,2021-03-13,26031,372944,0.06979868291217985
ITA,2021-03-14,21304,273966,0.07776147405152464
POL,2020-01-22,0,0,0.999999
POL,2020-01-23,0,0,0.999999
POL,2020-01-24,0,0,0.999999
POL,2020-01-25,0,0,0.999999
POL,2020-01-26,0,0,0.999999
POL,2020-01-27,0,0,0.999999
POL,2020-01-28,0,0,0.999999
POL,2020-01-29,0,0,0.999999
POL,2020-01-30,0,0,0.999999
POL,2020-01-31,0,0,0.999999
POL,2020-02-01,0,0,0.999999
POL,2020-02-02,0,0,0.999999
POL,2020-02-03,0,0,0.999999
POL,2020-02-04,0,0,0.999999
POL,2020-02-05,0,0,0.999999
POL,2020-02-06,0,0,0.999999
POL,2020-02-07,0,0,0.999999
POL,2020-02-08,0,0,0.999999
POL,2020-02-09,0,0,0.999999
POL,2020-02-10,0,0,0.999999
POL,2020-02-11,0,0,0.999999
POL,2020-02-12,0,0,0.999999
POL,2020-02-13,0,0,0.999999
POL,2020-02-14,0,0,0.999999
POL,2020-02-15,0,0,0.999999
POL,2020-02-16,0,0,0.999999
POL,2020-02-17,0,0,0.999999
POL,2020-02-18,0,0,0.999999
POL,2020-02-19,0,0,0.999999
POL,2020-02-20,0,0,0.999999
POL,2020-02-21,0,0,0.999999
POL,2020-02-22,0,0,0.999999
POL,2020-02-23,0,0,0.999999
POL,2020-02-24,0,0,0.999999
POL,2020-02-25,0,0,0.999999
POL,2020-02-26,0,0,0.999999
POL,2020-02-27,0,0,0.999999
POL,2020-02-28,0,0,0.999999
POL,2020-02-29,0,0,0.999999
POL,2020-03-01,0,0,0.999999
POL,2020-03-02,0,0,0.999999
POL,2020-03-03,0,0,0.999999
POL,2020-03-04,1,0,0.999999
POL,2020-03-05,0,0,0.999999
POL,2020-03-06,4,0,0.999999
POL,2020-03-07,0,0,0.999999
POL,2020-03-08,6,0,0.999999
POL,2020-03-09,5,0,0.999999
POL,2020-03-10,6,0,0.999999
POL,2020-03-11,9,0,0.999999
POL,2020-03-12,18,0,0.999999
POL,2020-03-13,19,0,0.999999
POL,2020-03-14,35,0,0.999999
POL,2020-03-15,16,0,0.999999
POL,2020-03-16,58,0,0.999999
POL,2020-03-17,61,0,0.999999
POL,2020-03-18,13,0,0.999999
POL,2020-03-19,104,0,0.999999
POL,2020-03-20,70,0,0.999999
POL,2020-03-21,111,0,0.999999
POL,2020-03-22,98,0,0.999999
POL,2020-03-23,115,0,0.999999
POL,2020-03-24,152,0,0.999999
POL,2020-03-25,150,0,0.999999
POL,2020-03-26,170,0,0.999999
POL,2020-03-27,168,0,0.999999
POL,2020-03-28,249,0,0.999999
POL,2020-03-29,224,0,0.999999
POL,2020-03-30,193,0,0.999999
POL,2020-03-31,256,0,0.999999
POL,2020-04-01,243,0,0.999999
POL,2020-04-02,392,0,0.999999
POL,2020-04-03,437,0,0.999999
POL,2020-04-04,244,0,0.999999
POL,2020-04-05,475,0,0.999999
POL,2020-04-06,311,0,0.999999
POL,2020-04-07,435,0,0.999999
POL,2020-04-08,357,0,0.999999
POL,2020-04-09,370,0,0.999999
POL,2020-04-10,380,0,0.999999
POL,2020-04-11,401,0,0.999999
POL,2020-04-12,318,0,0.999999
POL,2020-04-13,260,0,0.999999
POL,2020-04-14,268,0,0.999999
POL,2020-04-15,380,0,0.999999
POL,2020-04-16,336,0,0.999999
POL,2020-04-17,461,0,0.999999
POL,2020-04-18,363,0,0.999999
POL,2020-04-19,545,0,0.999999
POL,2020-04-20,306,0,0.999999
POL,2020-04-21,263,0,0.999999
POL,2020-04-22,313,0,0.999999
POL,2020-04-23,342,0,0.999999
POL,2020-04-24,381,0,0.999999
POL,2020-04-25,381,0,0.999999
POL,2020-04-26,344,0,0.999999
POL,2020-04-27,285,0,0.999999
POL,2020-04-28,316,281787,0.00112141440165799
POL,2020-04-29,422,12802,0.03296359943758788
POL,2020-04-30,237,12509,0.01894635862179231
POL,2020-05-01,228,15651,0.014567759248610312
POL,2020-05-02,270,10613,0.025440497503062282
POL,2020-05-03,318,9382,0.03389469196333404
POL,2020-05-04,313,7304,0.04285323110624315
POL,2020-05-05,425,9642,0.04407799211781788
POL,2020-05-06,309,15004,0.020594508131165024
POL,2020-05-07,307,14382,0.0213461271033236
POL,2020-05-08,319,16206,0.01968406762927311
POL,2020-05-09,285,15886,0.0179403248143019
POL,2020-05-10,345,15473,0.022296904284883345
POL,2020-05-11,330,13613,0.02424153382795857
POL,2020-05-12,595,15722,0.03784505788067676
POL,2020-05-13,283,19193,0.014744959099671755
POL,2020-05-14,411,21564,0.01905954368391764
POL,2020-05-15,401,20162,0.01988889991072314
POL,2020-05-16,241,22897,0.010525396340131894
POL,2020-05-17,272,17263,0.01575624167294213
POL,2020-05-18,356,14416,0.024694783573806882
POL,2020-05-19,383,16254,0.023563430540174728
POL,2020-05-20,471,20242,0.023268451734018376
POL,2020-05-21,404,21556,0.01874188161068844
POL,2020-05-22,476,21277,0.02237157494007614
POL,2020-05-23,312,26280,0.011872146118721462
POL,2020-05-24,395,14889,0.026529652763785345
POL,2020-05-25,305,10706,0.028488697926396415
POL,2020-05-26,443,21026,0.021069152477884524
POL,2020-05-27,399,19974,0.019975968759387203
POL,2020-05-28,352,19950,0.017644110275689222
POL,2020-05-29,330,24851,0.013279143696430728
POL,2020-05-30,416,23335,0.017827298050139277
POL,2020-05-31,215,14487,0.014840891834058121
POL,2020-06-01,379,14119,0.026843260854168143
POL,2020-06-02,230,12466,0.01845018450184502
POL,2020-06-03,292,19024,0.015349032800672834
POL,2020-06-04,361,21579,0.01672922748968905
POL,2020-06-05,362,21410,0.016907986921999067
POL,2020-06-06,576,20752,0.027756360832690823
POL,2020-06-07,575,15664,0.03670837589376915
POL,2020-06-08,599,12241,0.04893391062821665
POL,2020-06-09,400,14798,0.027030679821597514
POL,2020-06-10,282,19368,0.014560099132589838
POL,2020-06-11,359,16542,0.021702333454237697
POL,2020-06-12,376,19378,0.019403447208174218
POL,2020-06-13,440,15563,0.028272184026216025
POL,2020-06-14,375,17049,0.021995424951610065
POL,2020-06-15,396,10676,0.03709254402397902
POL,2020-06-16,407,16403,0.024812534292507467
POL,2020-06-17,506,22982,0.022017230876338004
POL,2020-06-18,314,20906,0.015019611594757487
POL,2020-06-19,301,23543,0.012785116595166292
POL,2020-06-20,304,19640,0.015478615071283095
POL,2020-06-21,311,18231,0.017058855795074324
POL,2020-06-22,296,11041,0.02680916583642786
POL,2020-06-23,300,18077,0.016595674060961442
POL,2020-06-24,294,19251,0.015271933925510362
POL,2020-06-25,298,21453,0.013890831119190789
POL,2020-06-26,276,18336,0.015052356020942409
POL,2020-06-27,319,19143,0.016664054745860104
POL,2020-06-28,193,14818,0.013024699689566743
POL,2020-06-29,247,7752,0.031862745098039214
POL,2020-06-30,239,17807,0.013421688100185321
POL,2020-07-01,382,21064,0.01813520698822636
POL,2020-07-02,371,18803,0.019730894006275593
POL,2020-07-03,259,23257,0.01113643204196586
POL,2020-07-04,314,18415,0.017051316861254412
POL,2020-07-05,231,14938,0.015463917525773196
POL,2020-07-06,205,12125,0.016907216494845362
POL,2020-07-07,257,16307,0.015760103023241552
POL,2020-07-08,277,29354,0.00943653335150235
POL,2020-07-09,262,18781,0.013950268888770566
POL,2020-07-10,265,19352,0.013693675072343944
POL,2020-07-11,305,32734,0.009317529174558564
POL,2020-07-12,370,13195,0.02804092459264873
POL,2020-07-13,299,10709,0.02792044075077038
POL,2020-07-14,267,16628,0.016057252826557615
POL,2020-07-15,264,19918,0.013254342805502561
POL,2020-07-16,333,20016,0.016636690647482015
POL,2020-07-17,353,20567,0.017163417124519863
POL,2020-07-18,339,18927,0.017910920906641307
POL,2020-07-19,358,13956,0.025652049297793064
POL,2020-07-20,279,10091,0.027648399563967894
POL,2020-07-21,399,16162,0.024687538670956563
POL,2020-07-22,380,19656,0.01933251933251933
POL,2020-07-23,418,20985,0.01991898975458661
POL,2020-07-24,458,18098,0.02530666371974804
POL,2020-07-25,584,20010,0.029185407296351825
POL,2020-07-26,443,0,0.999999
POL,2020-07-27,337,27305,0.012342061893426112
POL,2020-07-28,502,16440,0.030535279805352797
POL,2020-07-29,512,22969,0.022290913840393573
POL,2020-07-30,615,22108,0.02781798444002171
POL,2020-07-31,657,22394,0.029338215593462533
POL,2020-08-01,658,21262,0.030947229799642553
POL,2020-08-02,548,16734,0.03274769929484881
POL,2020-08-03,575,11071,0.05193749435462018
POL,2020-08-04,680,18888,0.03600169419737399
POL,2020-08-05,640,28422,0.02251776792625431
POL,2020-08-06,726,21278,0.03411974809662562
POL,2020-08-07,809,25244,0.03204721914118206
POL,2020-08-08,843,28307,0.029780619634719327
POL,2020-08-09,624,20842,0.029939545149217924
POL,2020-08-10,619,14399,0.042989096465032295
POL,2020-08-11,551,20511,0.026863634147530593
POL,2020-08-12,715,23495,0.030432006809959566
POL,2020-08-13,811,25177,0.03221193946856258
POL,2020-08-14,832,25792,0.03225806451612903
POL,2020-08-15,771,23730,0.03249051833122629
POL,2020-08-16,594,16004,0.037115721069732564
POL,2020-08-17,595,12778,0.046564407575520425
POL,2020-08-18,597,19884,0.030024140012070006
POL,2020-08-19,735,27734,0.026501766784452298
POL,2020-08-20,767,24646,0.03112066866834375
POL,2020-08-21,903,28666,0.03150073257517617
POL,2020-08-22,900,24793,0.03630056870890977
POL,2020-08-23,581,18983,0.03060633198124638
POL,2020-08-24,548,15332,0.03574223845551787
POL,2020-08-25,763,21982,0.034710217450641435
POL,2020-08-26,729,28311,0.025749708593832785
POL,2020-08-27,887,27110,0.03271855403909996
POL,2020-08-28,791,24782,0.031918327818578
POL,2020-08-29,759,21075,0.03601423487544484
POL,2020-08-30,631,18753,0.03364794966138751
POL,2020-08-31,502,12010,0.0417985012489592
POL,2020-09-01,550,28703,0.019161760094763614
POL,2020-09-02,595,24354,0.024431304919109796
POL,2020-09-03,612,23972,0.025529784748873685
POL,2020-09-04,691,21745,0.03177742009657392
POL,2020-09-05,567,24819,0.02284540070107579
POL,2020-09-06,437,18226,0.023976736530231538
POL,2020-09-07,302,10025,0.030124688279301745
POL,2020-09-08,400,18195,0.021984061555372355
POL,2020-09-09,421,22779,0.01848193511567672
POL,2020-09-10,506,18014,0.028089263905851005
POL,2020-09-11,594,18715,0.03173924659364146
POL,2020-09-12,603,20291,0.029717608792075304
POL,2020-09-13,502,14159,0.03545448124867576
POL,2020-09-14,377,12109,0.03113386737137666
POL,2020-09-15,605,17925,0.03375174337517434
POL,2020-09-16,600,21367,0.028080685168718117
POL,2020-09-17,837,21873,0.038266355781099985
POL,2020-09-18,757,20190,0.037493808816245665
POL,2020-09-19,1002,19497,0.051392521926450226
POL,2020-09-20,910,18604,0.04891421199741991
POL,2020-09-21,748,11842,0.06316500591116365
POL,2020-09-22,711,20145,0.03529411764705882
POL,2020-09-23,974,21230,0.04587847385774847
POL,2020-09-24,1136,23370,0.048609328198545146
POL,2020-09-25,1587,23655,0.06708941027266963
POL,2020-09-26,1584,22394,0.0707332321157453
POL,2020-09-27,1350,18530,0.07285483000539665
POL,2020-09-28,1306,12904,0.10120892746435214
POL,2020-09-29,1326,22361,0.0592996735387505
POL,2020-09-30,1552,26074,0.05952289637186469
POL,2020-10-01,1967,28959,0.0679236161469664
POL,2020-10-02,2292,26500,0.08649056603773585
POL,2020-10-03,2367,29446,0.08038443252054608
POL,2020-10-04,1934,25254,0.07658192761542726
POL,2020-10-05,2006,17718,0.11321819618467095
POL,2020-10-06,2236,23296,0.09598214285714286
POL,2020-10-07,3003,32418,0.0926337220062928
POL,2020-10-08,4280,42748,0.10012164311780668
POL,2020-10-09,4739,31036,0.15269364608841346
POL,2020-10-10,5300,35959,0.14739008315025445
POL,2020-10-11,4178,30287,0.13794697394921915
POL,2020-10-12,4394,24229,0.18135292418176566
POL,2020-10-13,5068,32381,0.15651153454186098
POL,2020-10-14,6526,42705,0.1528158295281583
POL,2020-10-15,8099,62215,0.13017760990114924
POL,2020-10-16,7705,49400,0.15597165991902834
POL,2020-10-17,9622,47604,0.20212587177548105
POL,2020-10-18,8536,34873,0.24477389384337453
POL,2020-10-19,7482,35484,0.2108555968887386
POL,2020-10-20,9291,39799,0.23344807658483882
POL,2020-10-21,10040,58085,0.1728501334251528
POL,2020-10-22,12107,48713,0.24853735142569744
POL,2020-10-23,13632,59810,0.2279217522153486
POL,2020-10-24,13628,53920,0.2527448071216617
POL,2020-10-25,11742,52630,0.22310469314079423
POL,2020-10-26,10241,49243,0.20796864528968584
POL,2020-10-27,16300,64096,0.2543060409385921
POL,2020-10-28,18820,59145,0.31820103136359795
POL,2020-10-29,20156,68955,0.29230657675295485
POL,2020-10-30,21629,75559,0.28625312669569475
POL,2020-10-31,21897,56691,0.38625178599777743
POL,2020-11-01,17171,48341,0.35520572598829153
POL,2020-11-02,15578,64101,0.243022729754606
POL,2020-11-03,19364,62988,0.30742363624817426
POL,2020-11-04,24692,67690,0.36478061752105184
POL,2020-11-05,27143,65416,0.41492906934083407
POL,2020-11-06,27086,74215,0.36496665094657416
POL,2020-11-07,27875,65515,0.4254750820422804
POL,2020-11-08,24785,59764,0.4147145438725654
POL,2020-11-09,21713,42114,0.5155767678206772
POL,2020-11-10,25454,53513,0.4756601199708482
POL,2020-11-11,25221,52019,0.4848420769334282
POL,2020-11-12,22683,56348,0.40255199829630156
POL,2020-11-13,24051,55967,0.4297353797773688
POL,2020-11-14,25571,54972,0.4651640835334352
POL,2020-11-15,21854,45308,0.4823430740708043
POL,2020-11-16,20816,34096,0.6105114969497888
POL,2020-11-17,19152,40956,0.4676237913858775
POL,2020-11-18,19883,55729,0.35678013242656426
POL,2020-11-19,23975,56841,0.4217906088914692
POL,2020-11-20,22464,53690,0.41840193704600487
POL,2020-11-21,24213,42414,0.5708728250106097
POL,2020-11-22,17856,41945,0.4257003218500417
POL,2020-11-23,15002,26866,0.5584009528772426
POL,2020-11-24,32733,32843,0.996650732271717
POL,2020-11-25,15356,47276,0.3248159742787038
POL,2020-11-26,16690,44193,0.37766162061865
POL,2020-11-27,17304,45464,0.38060883336266055
POL,2020-11-28,15177,40970,0.3704417866731755
POL,2020-11-29,11482,24164,0.4751696738950505
POL,2020-11-30,5736,24663,0.23257511251672547
POL,2020-12-01,9113,37638,0.24212232318401616
POL,2020-12-02,13823,41100,0.33632603406326034
POL,2020-12-03,14863,37250,0.399006711409396
POL,2020-12-04,13236,39559,0.33458884198286104
POL,2020-12-05,12427,34846,0.3566262985708546
POL,2020-12-06,9176,23176,0.3959268208491543
POL,2020-12-07,4421,18991,0.23279448159654573
POL,2020-12-08,8310,29217,0.2844234520998049
POL,2020-12-09,12166,40357,0.301459474192829
POL,2020-12-10,13750,37517,0.3665005197643735
POL,2020-12-11,13105,33236,0.39430135997111565
POL,2020-12-12,11499,32682,0.3518450523223793
POL,2020-12-13,8976,21541,0.41669374680841187
POL,2020-12-14,4896,19456,0.25164473684210525
POL,2020-12-15,6874,29832,0.2304237060874229
POL,2020-12-16,12455,41053,0.3033883029254866
POL,2020-12-17,11953,36011,0.3319263558357169
POL,2020-12-18,11010,33020,0.3334342822531799
POL,2020-12-19,11246,29078,0.38675287158676663
POL,2020-12-20,8590,21767,0.39463407911058024
POL,2020-12-21,4633,18901,0.24511930585683298
POL,2020-12-22,7192,28852,0.24927214751143767
POL,2020-12-23,12358,33225,0.37194883370955606
POL,2020-12-24,13115,35840,0.36593191964285715
POL,2020-12-25,9081,20435,0.4443846342060191
POL,2020-12-26,4878,14066,0.3467936869045926
POL,2020-12-27,3842,12454,0.30849526256624377
POL,2020-12-28,3211,15996,0.2007376844211053
POL,2020-12-29,7624,33110,0.23026276049531863
POL,2020-12-30,12780,35069,0.3644244204282985
POL,2020-12-31,13464,39052,0.34477107446481614
POL,2021-01-01,10896,46724,0.23319921239619895
POL,2021-01-02,7006,27604,0.2538037965512245
POL,2021-01-03,5782,29618,0.1952191235059761
POL,2021-01-04,4385,25436,0.1723934580908948
POL,2021-01-05,7596,48466,0.1567284281764536
POL,2021-01-06,14220,51758,0.27474013679044784
POL,2021-01-07,12119,56757,0.21352432299099672
POL,2021-01-08,8763,50177,0.17464176814078164
POL,2021-01-09,10744,58371,0.1840640043857395
POL,2021-01-10,9133,43731,0.20884498410738378
POL,2021-01-11,4863,15235,0.3191992123400066
POL,2021-01-12,5394,49493,0.10898510900531388
POL,2021-01-13,9126,73373,0.12437817725866464
POL,2021-01-14,9457,78790,0.12002792232516817
POL,2021-01-15,7958,72634,0.10956301456618113
POL,2021-01-16,7292,68554,0.10636870204510313
POL,2021-01-17,5970,54755,0.10903113870879372
POL,2021-01-18,3332,24844,0.1341168893897923
POL,2021-01-19,4890,47570,0.10279587975614883
POL,2021-01-20,6943,47857,0.14507804500908958
POL,2021-01-21,7008,46671,0.1501574853763579
POL,2021-01-22,6693,44455,0.15055674277359127
POL,2021-01-23,6431,43971,0.14625548657069432
POL,2021-01-24,4566,30745,0.14851195316311597
POL,2021-01-25,2674,19736,0.13548844750709363
POL,2021-01-26,4603,42046,0.10947533653617467
POL,2021-01-27,6790,46671,0.14548649054016413
POL,2021-01-28,7153,46873,0.15260384443069572
POL,2021-01-29,6145,327863,0.01874258455513431
POL,2021-01-30,5864,-239172,0.999999
POL,2021-01-31,4711,32020,0.14712679575265458
POL,2021-02-01,2504,21372,0.11716264271008797
POL,2021-02-02,4326,41614,0.10395539962512616
POL,2021-02-03,6801,46604,0.14593167968414728
POL,2021-02-04,6495,43574,0.14905677697709643
POL,2021-02-05,6053,41198,0.14692460799067916
POL,2021-02-06,5966,43656,0.136659336631849
POL,2021-02-07,4725,31005,0.15239477503628446
POL,2021-02-08,2431,20821,0.11675712021516738
POL,2021-02-09,3999,42957,0.09309309309309309
POL,2021-02-10,6960,51599,0.13488633500649239
POL,2021-02-11,7013,51196,0.1369833580748496
POL,2021-02-12,6378,48248,0.13219200795887912
POL,2021-02-13,6585,48994,0.1344042127607462
POL,2021-02-14,5334,34130,0.15628479343685908
POL,2021-02-15,2542,22360,0.11368515205724508
POL,2021-02-16,5176,45741,0.11315887278371702
POL,2021-02-17,8699,54268,0.16029704429866587
POL,2021-02-18,9074,53559,0.16942063892156314
POL,2021-02-19,8772,49069,0.1787686726854022
POL,2021-02-20,8509,50035,0.1700609573298691
POL,2021-02-21,7040,37055,0.1899878558898934
POL,2021-02-22,3891,24708,0.15747935891209325
POL,2021-02-23,6304,41508,0.15187433747711285
POL,2021-02-24,12147,61168,0.19858422704682185
POL,2021-02-25,12143,56873,0.21351080477555254
POL,2021-02-26,11536,52768,0.2186173438447544
POL,2021-02-27,12097,56445,0.21431481973602623
POL,2021-02-28,10101,43518,0.23211085068247622
POL,2021-03-01,4786,26496,0.180631038647343
POL,2021-03-02,7936,49511,0.16028761285370927
POL,2021-03-03,15698,62059,0.25295283520520795
POL,2021-03-04,15253,62381,0.2445135538064475
POL,2021-03-05,15831,58606,0.27012592567313926
POL,2021-03-06,14855,61859,0.24014290564024637
POL,2021-03-07,13569,49690,0.27307305292815454
POL,2021-03-08,6169,31220,0.1975976937860346
POL,2021-03-09,9953,53393,0.18641020358473956
POL,2021-03-10,17277,67762,0.25496591009710456
POL,2021-03-11,21111,72729,0.2902693561027926
POL,2021-03-12,18873,65330,0.28888718812184294
POL,2021-03-13,21063,72704,0.2897089568661972
POL,2021-03-14,17272,59396,0.2907939928614722
