year,week,region,deaths,confirmed,tests,date
2020,49,SE124,10.0,741.0,7078.0,2020-12-07
2020,49,SE311,3.0,552.0,5586.0,2020-12-07
2020,49,SE224,75.0,7249.0,41700.0,2020-12-07
2020,49,SE232,56.0,4468.0,40737.0,2020-12-07
2020,49,SE123,23.0,786.0,3712.0,2020-12-07
2020,49,SE121,18.0,1397.0,9673.0,2020-12-07
2020,49,SE321,21.0,1175.0,6309.0,2020-12-07
2020,49,SE110,135.0,10464.0,55157.0,2020-12-07
2020,49,SE213,13.0,618.0,5952.0,2020-12-07
2020,49,SE122,6.0,564.0,7831.0,2020-12-07
2020,49,SE212,2.0,541.0,3841.0,2020-12-07
2020,49,SE331,7.0,808.0,9899.0,2020-12-07
2020,49,SE221,2.0,458.0,3189.0,2020-12-07
2020,49,SE312,6.0,839.0,7406.0,2020-12-07
2020,49,SE322,6.0,323.0,5013.0,2020-12-07
2020,49,SE211,22.0,1061.0,7640.0,2020-12-07
2020,49,SE231,6.0,1064.0,8158.0,2020-12-07
2020,49,SE125,23.0,1331.0,9722.0,2020-12-07
2020,49,SE214,8.0,320.0,2019.0,2020-12-07
2020,49,SE313,22.0,1400.0,7612.0,2020-12-07
2020,49,SE332,12.0,678.0,5897.0,2020-12-07
2020,50,SE321,28.0,1208.0,6445.0,2020-12-14
2020,50,SE322,7.0,355.0,4740.0,2020-12-14
2020,50,SE332,8.0,715.0,6245.0,2020-12-14
2020,50,SE232,69.0,6782.0,48113.0,2020-12-14
2020,50,SE231,5.0,1194.0,9224.0,2020-12-14
2020,50,SE110,138.0,11298.0,56434.0,2020-12-14
2020,50,SE313,44.0,1559.0,6792.0,2020-12-14
2020,50,SE123,15.0,982.0,4150.0,2020-12-14
2020,50,SE224,69.0,9161.0,43008.0,2020-12-14
2020,50,SE211,26.0,1215.0,8242.0,2020-12-14
2020,50,SE122,7.0,708.0,8653.0,2020-12-14
2020,50,SE213,8.0,729.0,5778.0,2020-12-14
2020,50,SE125,13.0,1285.0,9810.0,2020-12-14
2020,50,SE214,2.0,235.0,1411.0,2020-12-14
2020,50,SE124,5.0,788.0,7278.0,2020-12-14
2020,50,SE221,4.0,556.0,3404.0,2020-12-14
2020,50,SE212,11.0,711.0,4030.0,2020-12-14
2020,50,SE331,10.0,986.0,10316.0,2020-12-14
2020,50,SE311,12.0,633.0,6372.0,2020-12-14
2020,50,SE312,6.0,1019.0,6954.0,2020-12-14
2020,50,SE121,14.0,1512.0,9667.0,2020-12-14
2020,51,SE122,14.0,760.0,9224.0,2020-12-21
2020,51,SE212,13.0,938.0,4539.0,2020-12-21
2020,51,SE332,8.0,560.0,5867.0,2020-12-21
2020,51,SE232,108.0,8221.0,46287.0,2020-12-21
2020,51,SE211,27.0,1428.0,9383.0,2020-12-21
2020,51,SE121,22.0,1631.0,11426.0,2020-12-21
2020,51,SE331,5.0,935.0,11740.0,2020-12-21
2020,51,SE110,152.0,10446.0,68282.0,2020-12-21
2020,51,SE213,11.0,846.0,6524.0,2020-12-21
2020,51,SE125,15.0,1163.0,9756.0,2020-12-21
2020,51,SE231,9.0,1198.0,10298.0,2020-12-21
2020,51,SE321,30.0,1300.0,7171.0,2020-12-21
2020,51,SE322,5.0,411.0,5360.0,2020-12-21
2020,51,SE124,7.0,818.0,8066.0,2020-12-21
2020,51,SE214,4.0,196.0,1470.0,2020-12-21
2020,51,SE224,102.0,9342.0,44597.0,2020-12-21
2020,51,SE313,56.0,2506.0,11811.0,2020-12-21
2020,51,SE123,20.0,1076.0,5086.0,2020-12-21
2020,51,SE311,9.0,646.0,6491.0,2020-12-21
2020,51,SE221,8.0,621.0,3741.0,2020-12-21
2020,51,SE312,20.0,1135.0,8124.0,2020-12-21
2020,52,SE221,12.0,700.0,2929.0,2020-12-28
2020,52,SE214,5.0,121.0,1010.0,2020-12-28
2020,52,SE212,21.0,748.0,3240.0,2020-12-28
2020,52,SE211,29.0,1167.0,6812.0,2020-12-28
2020,52,SE123,20.0,889.0,4718.0,2020-12-28
2020,52,SE121,16.0,1204.0,7914.0,2020-12-28
2020,52,SE124,8.0,811.0,6157.0,2020-12-28
2020,52,SE125,16.0,1030.0,7338.0,2020-12-28
2020,52,SE321,27.0,821.0,4665.0,2020-12-28
2020,52,SE331,10.0,646.0,7584.0,2020-12-28
2020,52,SE313,47.0,1260.0,6767.0,2020-12-28
2020,52,SE122,7.0,743.0,7570.0,2020-12-28
2020,52,SE232,127.0,6429.0,46934.0,2020-12-28
2020,52,SE110,130.0,7461.0,47793.0,2020-12-28
2020,52,SE224,115.0,8972.0,37350.0,2020-12-28
2020,52,SE213,8.0,764.0,4479.0,2020-12-28
2020,52,SE332,3.0,430.0,3604.0,2020-12-28
2020,52,SE311,5.0,500.0,4979.0,2020-12-28
2020,52,SE312,18.0,975.0,5568.0,2020-12-28
2020,52,SE322,7.0,345.0,3606.0,2020-12-28
2020,52,SE231,12.0,1118.0,9117.0,2020-12-28
2021,1,SE312,22.0,987.0,6159.0,2021-01-04
2021,1,SE313,36.0,1432.0,7318.0,2021-01-04
2021,1,SE321,29.0,1000.0,4656.0,2021-01-04
2021,1,SE232,137.0,8192.0,36732.0,2021-01-04
2021,1,SE221,11.0,914.0,3256.0,2021-01-04
2021,1,SE224,133.0,9196.0,34118.0,2021-01-04
2021,1,SE110,102.0,6277.0,35175.0,2021-01-04
2021,1,SE125,8.0,867.0,6298.0,2021-01-04
2021,1,SE212,15.0,988.0,3880.0,2021-01-04
2021,1,SE211,38.0,1401.0,6858.0,2021-01-04
2021,1,SE331,11.0,742.0,7537.0,2021-01-04
2021,1,SE311,2.0,613.0,4235.0,2021-01-04
2021,1,SE124,9.0,867.0,5954.0,2021-01-04
2021,1,SE121,23.0,1362.0,7247.0,2021-01-04
2021,1,SE332,9.0,515.0,3233.0,2021-01-04
2021,1,SE213,18.0,920.0,5399.0,2021-01-04
2021,1,SE322,7.0,402.0,3758.0,2021-01-04
2021,1,SE214,7.0,115.0,1057.0,2021-01-04
2021,1,SE123,26.0,1708.0,6033.0,2021-01-04
2021,1,SE231,7.0,2026.0,9768.0,2021-01-04
2021,1,SE122,13.0,800.0,6993.0,2021-01-04
2021,2,SE231,19.0,2224.0,9411.0,2021-01-11
2021,2,SE211,23.0,1396.0,6755.0,2021-01-11
2021,2,SE224,151.0,10065.0,31094.0,2021-01-11
2021,2,SE321,16.0,748.0,4085.0,2021-01-11
2021,2,SE322,3.0,404.0,3937.0,2021-01-11
2021,2,SE332,8.0,539.0,4462.0,2021-01-11
2021,2,SE221,16.0,788.0,3260.0,2021-01-11
2021,2,SE214,1.0,152.0,986.0,2021-01-11
2021,2,SE123,27.0,1470.0,7058.0,2021-01-11
2021,2,SE124,6.0,841.0,5830.0,2021-01-11
2021,2,SE212,18.0,1037.0,3693.0,2021-01-11
2021,2,SE125,9.0,1081.0,5329.0,2021-01-11
2021,2,SE121,15.0,1120.0,6331.0,2021-01-11
2021,2,SE232,146.0,6789.0,39120.0,2021-01-11
2021,2,SE331,10.0,662.0,6534.0,2021-01-11
2021,2,SE311,13.0,433.0,4086.0,2021-01-11
2021,2,SE312,8.0,714.0,5904.0,2021-01-11
2021,2,SE313,25.0,1271.0,5792.0,2021-01-11
2021,2,SE110,97.0,5805.0,31873.0,2021-01-11
2021,2,SE122,21.0,840.0,6483.0,2021-01-11
2021,2,SE213,12.0,1080.0,5355.0,2021-01-11
2021,3,SE211,31.0,1044.0,6987.0,2021-01-18
2021,3,SE124,13.0,614.0,6248.0,2021-01-18
2021,3,SE312,10.0,608.0,5955.0,2021-01-18
2021,3,SE121,14.0,690.0,7000.0,2021-01-18
2021,3,SE224,142.0,7148.0,29443.0,2021-01-18
2021,3,SE221,11.0,622.0,2728.0,2021-01-18
2021,3,SE125,4.0,572.0,5013.0,2021-01-18
2021,3,SE322,1.0,269.0,3452.0,2021-01-18
2021,3,SE214,2.0,83.0,871.0,2021-01-18
2021,3,SE313,18.0,620.0,5259.0,2021-01-18
2021,3,SE123,26.0,1513.0,6730.0,2021-01-18
2021,3,SE231,29.0,1502.0,9414.0,2021-01-18
2021,3,SE122,18.0,504.0,6544.0,2021-01-18
2021,3,SE110,88.0,3755.0,31455.0,2021-01-18
2021,3,SE213,17.0,725.0,4962.0,2021-01-18
2021,3,SE232,103.0,6002.0,35738.0,2021-01-18
2021,3,SE212,23.0,684.0,3724.0,2021-01-18
2021,3,SE311,10.0,345.0,4253.0,2021-01-18
2021,3,SE331,5.0,395.0,6489.0,2021-01-18
2021,3,SE332,11.0,636.0,5034.0,2021-01-18
2021,3,SE321,20.0,617.0,4028.0,2021-01-18
2021,4,SE121,18.0,694.0,6688.0,2021-01-25
2021,4,SE232,92.0,4256.0,36398.0,2021-01-25
2021,4,SE110,79.0,3545.0,32562.0,2021-01-25
2021,4,SE124,14.0,582.0,6163.0,2021-01-25
2021,4,SE322,2.0,248.0,3502.0,2021-01-25
2021,4,SE331,3.0,388.0,7659.0,2021-01-25
2021,4,SE313,10.0,506.0,5208.0,2021-01-25
2021,4,SE125,6.0,540.0,5475.0,2021-01-25
2021,4,SE312,8.0,511.0,5438.0,2021-01-25
2021,4,SE221,11.0,379.0,2323.0,2021-01-25
2021,4,SE123,23.0,1154.0,6645.0,2021-01-25
2021,4,SE311,8.0,266.0,4396.0,2021-01-25
2021,4,SE122,13.0,415.0,6292.0,2021-01-25
2021,4,SE332,21.0,578.0,4607.0,2021-01-25
2021,4,SE321,22.0,520.0,4354.0,2021-01-25
2021,4,SE213,12.0,559.0,4707.0,2021-01-25
2021,4,SE224,118.0,5234.0,28114.0,2021-01-25
2021,4,SE212,13.0,629.0,3672.0,2021-01-25
2021,4,SE231,21.0,1153.0,9439.0,2021-01-25
2021,4,SE211,19.0,1021.0,6960.0,2021-01-25
2021,4,SE214,0.0,57.0,781.0,2021-01-25
2021,5,SE313,10.0,433.0,5649.0,2021-02-01
2021,5,SE232,67.0,4156.0,36902.0,2021-02-01
2021,5,SE332,13.0,463.0,4440.0,2021-02-01
2021,5,SE211,20.0,1036.0,6852.0,2021-02-01
2021,5,SE123,24.0,1014.0,6657.0,2021-02-01
2021,5,SE224,70.0,4104.0,29048.0,2021-02-01
2021,5,SE124,16.0,424.0,6349.0,2021-02-01
2021,5,SE311,5.0,307.0,4823.0,2021-02-01
2021,5,SE213,17.0,429.0,4436.0,2021-02-01
2021,5,SE212,7.0,604.0,3638.0,2021-02-01
2021,5,SE321,23.0,512.0,4463.0,2021-02-01
2021,5,SE122,4.0,333.0,6330.0,2021-02-01
2021,5,SE221,12.0,214.0,2229.0,2021-02-01
2021,5,SE214,1.0,31.0,774.0,2021-02-01
2021,5,SE331,2.0,438.0,9596.0,2021-02-01
2021,5,SE312,2.0,342.0,5369.0,2021-02-01
2021,5,SE231,18.0,1127.0,9130.0,2021-02-01
2021,5,SE322,2.0,215.0,3619.0,2021-02-01
2021,5,SE110,61.0,3506.0,29048.0,2021-02-01
2021,5,SE121,7.0,560.0,7250.0,2021-02-01
2021,5,SE125,8.0,418.0,6263.0,2021-02-01
2021,6,SE125,3.0,346.0,5141.0,2021-02-08
2021,6,SE321,10.0,571.0,4441.0,2021-02-08
2021,6,SE110,46.0,3223.0,25522.0,2021-02-08
2021,6,SE311,2.0,349.0,5014.0,2021-02-08
2021,6,SE212,5.0,465.0,3944.0,2021-02-08
2021,6,SE123,15.0,848.0,6952.0,2021-02-08
2021,6,SE213,6.0,350.0,4005.0,2021-02-08
2021,6,SE221,3.0,211.0,1995.0,2021-02-08
2021,6,SE122,3.0,321.0,6517.0,2021-02-08
2021,6,SE232,67.0,4147.0,39873.0,2021-02-08
2021,6,SE332,9.0,459.0,4550.0,2021-02-08
2021,6,SE313,2.0,592.0,6779.0,2021-02-08
2021,6,SE231,12.0,1044.0,9508.0,2021-02-08
2021,6,SE211,14.0,941.0,7000.0,2021-02-08
2021,6,SE224,48.0,3431.0,25522.0,2021-02-08
2021,6,SE322,4.0,251.0,3629.0,2021-02-08
2021,6,SE312,3.0,307.0,5520.0,2021-02-08
2021,6,SE124,2.0,377.0,6231.0,2021-02-08
2021,6,SE214,0.0,20.0,784.0,2021-02-08
2021,6,SE121,12.0,560.0,8476.0,2021-02-08
2021,6,SE331,2.0,796.0,12176.0,2021-02-08
2021,7,SE313,4.0,715.0,7187.0,2021-02-15
2021,7,SE231,10.0,1176.0,9807.0,2021-02-15
2021,7,SE331,7.0,1033.0,14055.0,2021-02-15
2021,7,SE332,7.0,484.0,4759.0,2021-02-15
2021,7,SE213,6.0,300.0,4606.0,2021-02-15
2021,7,SE232,42.0,4722.0,36118.0,2021-02-15
2021,7,SE110,31.0,3998.0,30529.0,2021-02-15
2021,7,SE125,8.0,341.0,6871.0,2021-02-15
2021,7,SE212,2.0,509.0,3982.0,2021-02-15
2021,7,SE311,2.0,342.0,5489.0,2021-02-15
2021,7,SE312,1.0,332.0,6114.0,2021-02-15
2021,7,SE121,7.0,710.0,8966.0,2021-02-15
2021,7,SE224,32.0,3156.0,30529.0,2021-02-15
2021,7,SE124,4.0,388.0,6620.0,2021-02-15
2021,7,SE214,1.0,27.0,837.0,2021-02-15
2021,7,SE321,13.0,470.0,4215.0,2021-02-15
2021,7,SE211,5.0,1065.0,6572.0,2021-02-15
2021,7,SE322,3.0,222.0,3821.0,2021-02-15
2021,7,SE122,5.0,359.0,6961.0,2021-02-15
2021,7,SE123,13.0,787.0,7678.0,2021-02-15
2021,7,SE221,1.0,151.0,2115.0,2021-02-15
2021,8,SE332,3.0,740.0,5506.0,2021-02-22
2021,8,SE123,7.0,847.0,6939.0,2021-02-22
2021,8,SE122,5.0,458.0,7393.0,2021-02-22
2021,8,SE124,3.0,440.0,6059.0,2021-02-22
2021,8,SE313,6.0,906.0,7611.0,2021-02-22
2021,8,SE121,3.0,726.0,9072.0,2021-02-22
2021,8,SE213,0.0,439.0,4354.0,2021-02-22
2021,8,SE311,1.0,410.0,5242.0,2021-02-22
2021,8,SE125,0.0,369.0,6546.0,2021-02-22
2021,8,SE231,8.0,1182.0,10248.0,2021-02-22
2021,8,SE312,2.0,380.0,6815.0,2021-02-22
2021,8,SE224,37.0,3222.0,26918.0,2021-02-22
2021,8,SE214,0.0,15.0,800.0,2021-02-22
2021,8,SE211,11.0,1079.0,7274.0,2021-02-22
2021,8,SE322,1.0,264.0,4340.0,2021-02-22
2021,8,SE212,7.0,457.0,3378.0,2021-02-22
2021,8,SE221,1.0,173.0,1980.0,2021-02-22
2021,8,SE321,5.0,400.0,4295.0,2021-02-22
2021,8,SE232,36.0,4762.0,42642.0,2021-02-22
2021,8,SE331,4.0,1269.0,15899.0,2021-02-22
2021,8,SE110,32.0,5081.0,26918.0,2021-02-22
2021,9,SE311,6.0,383.0,5506.0,2021-03-01
2021,9,SE125,4.0,351.0,7101.0,2021-03-01
2021,9,SE312,0.0,482.0,7270.0,2021-03-01
2021,9,SE224,26.0,2910.0,29735.0,2021-03-01
2021,9,SE313,7.0,1172.0,8636.0,2021-03-01
2021,9,SE332,2.0,826.0,6945.0,2021-03-01
2021,9,SE124,2.0,568.0,7410.0,2021-03-01
2021,9,SE214,0.0,32.0,949.0,2021-03-01
2021,9,SE331,10.0,1153.0,14765.0,2021-03-01
2021,9,SE211,10.0,1196.0,8037.0,2021-03-01
2021,9,SE221,2.0,120.0,2050.0,2021-03-01
2021,9,SE322,0.0,332.0,5060.0,2021-03-01
2021,9,SE123,7.0,899.0,8161.0,2021-03-01
2021,9,SE231,2.0,1398.0,10696.0,2021-03-01
2021,9,SE232,28.0,5941.0,40697.0,2021-03-01
2021,9,SE212,2.0,344.0,3547.0,2021-03-01
2021,9,SE110,25.0,6336.0,29735.0,2021-03-01
2021,9,SE213,1.0,545.0,4955.0,2021-03-01
2021,9,SE321,4.0,382.0,4571.0,2021-03-01
2021,9,SE121,2.0,730.0,9862.0,2021-03-01
2021,9,SE122,3.0,594.0,8650.0,2021-03-01
2021,10,SE313,4.0,1496.0,9625.0,2021-03-08
2021,10,SE124,1.0,737.0,7933.0,2021-03-08
2021,10,SE312,0.0,580.0,9307.0,2021-03-08
2021,10,SE123,3.0,1015.0,9159.0,2021-03-08
2021,10,SE224,16.0,2877.0,29526.0,2021-03-08
2021,10,SE212,3.0,311.0,3669.0,2021-03-08
2021,10,SE110,32.0,6669.0,29526.0,2021-03-08
2021,10,SE213,2.0,626.0,5924.0,2021-03-08
2021,10,SE122,3.0,701.0,9172.0,2021-03-08
2021,10,SE214,0.0,64.0,1160.0,2021-03-08
2021,10,SE121,3.0,792.0,15528.0,2021-03-08
2021,10,SE311,4.0,576.0,6978.0,2021-03-08
2021,10,SE331,5.0,1063.0,12006.0,2021-03-08
2021,10,SE221,0.0,170.0,2562.0,2021-03-08
2021,10,SE321,7.0,422.0,4452.0,2021-03-08
2021,10,SE322,0.0,366.0,5862.0,2021-03-08
2021,10,SE125,1.0,468.0,7862.0,2021-03-08
2021,10,SE232,25.0,4885.0,41802.0,2021-03-08
2021,10,SE231,6.0,1686.0,11489.0,2021-03-08
2021,10,SE211,4.0,1137.0,10254.0,2021-03-08
2021,10,SE332,9.0,1117.0,5167.0,2021-03-08
2021,11,SE211,7.0,1401.0,11447.0,2021-03-15
2021,11,SE212,1.0,226.0,3910.0,2021-03-15
2021,11,SE214,0.0,63.0,1225.0,2021-03-15
2021,11,SE322,0.0,370.0,7103.0,2021-03-15
2021,11,SE213,3.0,615.0,6433.0,2021-03-15
2021,11,SE231,5.0,1615.0,12874.0,2021-03-15
2021,11,SE224,14.0,2518.0,34169.0,2021-03-15
2021,11,SE312,2.0,790.0,10388.0,2021-03-15
2021,11,SE124,3.0,696.0,9030.0,2021-03-15
2021,11,SE110,29.0,7647.0,34169.0,2021-03-15
2021,11,SE313,10.0,1388.0,9249.0,2021-03-15
2021,11,SE122,6.0,730.0,10670.0,2021-03-15
2021,11,SE121,4.0,912.0,13308.0,2021-03-15
2021,11,SE311,3.0,638.0,7218.0,2021-03-15
2021,11,SE221,0.0,179.0,2990.0,2021-03-15
2021,11,SE331,7.0,784.0,12532.0,2021-03-15
2021,11,SE321,5.0,512.0,4857.0,2021-03-15
2021,11,SE125,2.0,550.0,8057.0,2021-03-15
2021,11,SE232,25.0,5228.0,56232.0,2021-03-15
2021,11,SE332,4.0,734.0,6703.0,2021-03-15
2021,11,SE123,5.0,971.0,9641.0,2021-03-15
